carpet_area,bedrooms,bathrooms,car_parking,furnishing,transaction_type,floor,total_floors,facing,overlooking,price,lat,long
890,3,3,0,1,0,7,16,East,"Garden/Park, Pool, Main Road",2.8,19.0227398,72.8686538
700,2,2,0,1,0,11,14,East,"Garden/Park, Main Road",2.2,19.02273941040039,72.86865234375
434,1,2,1,1,1,,,,,1.2,19.053946,72.885286
1454,3,3,2,1,0,14,29,East,"Garden/Park, Pool, Main Road",5.75,19.1417141806255,72.828495599599
600,2,2,1,2,0,10,18,North - West,Main Road,2.5,19.0083802813427,72.8305044246704
417,1,2,1,1,1,12,18,North - West,"Garden/Park, Pool, Main Road",0.9,19.186607,72.942094
2120,4,5,2,1,1,9,19,North,"Garden/Park, Main Road",7.0,19.0484829299457,72.9095400630147
1008,3,2,2,2,0,18,25,West,"Garden/Park, Main Road",2.37,19.140336,72.933281
400,1,2,0,1,0,13,18,East,"Pool, Main Road",0.85,19.250059127807617,72.84921264648438
650,2,2,0,1,1,2,4,East,"Garden/Park, Main Road",1.3,19.1240041,72.8243511
540,1,1,0,1,0,2,4,,Garden/Park,0.22,19.472448348999023,72.82662963867188
2600,5,5,3,1,1,10,12,North - East,"Garden/Park, Main Road",8.0,19.0531452,72.902321
1170,3,3,1,3,0,10,20,North,"Pool, Garden/Park, Main Road",6.3,19.119198,72.894366
645,2,2,1,1,1,14,45,East,"Garden/Park, Main Road",1.48,19.147269,72.848351
685,2,2,2,2,0,1,8,North,"Garden/Park, Pool, Main Road",1.42,19.2158013,72.86586926
650,2,2,1,1,0,4,7,East,Main Road,1.45,19.18808,72.8350307
968,3,3,2,1,1,22,45,East,"Garden/Park, Pool, Main Road",2.22,19.147269,72.848351
484,2,2,1,1,1,5,22,East,"Garden/Park, Pool, Main Road",0.935,19.1612220961509,72.9383869365942
750,2,2,1,2,0,5,7,North - East,Main Road,2.0,19.115297,72.839762
270,,1,0,1,0,2,7,North,Main Road,0.6,19.233531951904297,72.83919525146484
1350,3,3,2,1,1,10,17,North,"Garden/Park, Pool, Main Road",5.3,19.0486128,72.9199859
1267,3,3,2,2,0,5,19,East,"Garden/Park, Pool, Main Road",2.95,19.216866,72.86649054
500,1,2,1,2,0,5,5,East,Main Road,0.53,19.274,72.889
235,1,1,0,2,0,12,18,West,"Pool, Garden/Park, Main Road",0.7,18.961301803588867,72.83751678466797
1077,3,3,1,1,1,8,24,North - West,"Garden/Park, Pool, Main Road",2.39,19.156373,72.938945
1004,3,2,1,1,0,13,30,West,"Garden/Park, Main Road",2.29,19.140336,72.933281
750,2,2,1,3,0,17,20,North - East,Main Road,2.2,19.115297,72.839762
2280,4,5,0,1,1,9,23,West,"Garden/Park, Pool",11.5,19.07072639465332,72.83612823486328
1400,3,4,0,2,0,14,21,West,"Pool, Garden/Park",7.0,19.05654525756836,72.8533935546875
650,2,2,0,2,0,9,22,North,Garden/Park,1.68,19.19750213623047,72.8726806640625
2300,4,7,0,2,0,4,8,West,Main Road,15.0,19.09882164001465,72.83206939697266
650,2,2,1,1,0,2,4,East,Garden/Park,1.6,19.10848045349121,72.86601257324219
288.0,1,1,4,2,0,2,4,South - East,"Garden/Park, Main Road",0.74,19.11486,72.849964
693,2,2,1,2,1,6,12,North - East,Main Road,0.41600000000000004,19.469541549682617,72.80033874511719
670,2,2,0,1,1,20,20,,"Garden/Park, Main Road",2.1,72.91732025146484,19.056339263916016
188,1,1,1,1,0,4,4,North - East,Main Road,0.1,19.46721839904785,72.79559326171875
180.0,1,1,1,2,0,7,7,South - East,"Garden/Park, Main Road",0.39,19.141284,72.8518546
750,2,2,0,2,0,4,5,East,,1.15,18.949037551879883,72.8346176147461
1150,3,3,1,2,0,,,North - East,"Garden/Park, Pool, Main Road",4.35,19.17167384,72.86478709
264.0,1,1,1,2,0,4,4,West,,0.14,19.4455658,72.8012399
820,2,2,1,3,0,7,18,East,"Garden/Park, Main Road",2.5,19.229843139648438,72.8516616821289
600,2,2,1,3,0,3,4,West,,1.5,19.19025421142578,72.83563995361328
554.4,1,2,0,2,0,13,17,West,,1.0,19.162992477416992,72.83930206298828
600.0,2,3,0,2,0,4,6,,,1.1,19.1296476,72.8307523
250,1,1,0,2,0,4,4,East,Main Road,0.5,19.20107078552246,72.84200286865234
523,2,1,1,1,1,4,13,,Garden/Park,901.28,19.122721,72.839904
400,1,1,0,3,0,2,10,South,,2.4,18.950754165649414,72.80206298828125
450,2,2,0,1,0,14,18,,,1.8,18.959775924682617,72.82225036621094
760,2,2,2,2,0,3,3,,Main Road,1.85,19.0748518,72.9077608
1296.0,3,4,0,1,0,20,35,,,3.45,19.1547839,72.8540607
960,2,2,1,2,0,3,7,East,Main Road,2.1,19.0303029,72.888719
661,2,2,1,1,1,10,30,,,1.9,19.13680648803711,72.93067169189453
1040.0,2,3,0,2,0,7,25,,,9.5,18.914452,72.820529
440.0,1,1,0,2,0,2,4,,,1.0,19.2259007,72.8429682
1024,2,2,1,1,1,5,18,East,Main Road,2.28,19.04720115661621,72.87222290039062
,2,2,1,2,1,10,30,North - East,,4.3,19.059516,72.851817
1846,3,3,2,1,1,4,47,East,"Garden/Park, Pool, Main Road",8.5,18.9979914777291,72.8424209821017
400,1,1,0,2,1,0,3,North,Main Road,0.38,72.8061294555664,19.369335174560547
1150,3,3,0,2,1,9,15,East,Main Road,5.5,19.09882164001465,72.83206939697266
774,2,2,1,1,1,4,63,North - West,"Garden/Park, Pool, Main Road",3.5,18.982164,72.827559
780,2,2,1,1,0,2,7,East,Main Road,2.42,19.054868698120117,72.8968734741211
640,2,2,1,1,0,2,7,East,Main Road,2.03,19.052270889282227,72.89859008789062
975,3,3,0,3,0,7,9,East,Main Road,2.7,19.124657,72.892539
1075,3,3,2,1,1,4,24,East,"Garden/Park, Pool, Main Road",6.3,19.05749,72.850961
671,2,2,1,1,1,4,21,East,"Garden/Park, Pool, Main Road",1.8,19.111397,72.901428
1068,3,3,2,1,1,4,21,East,"Pool, Garden/Park, Main Road",3.1,19.111397,72.901428
864,2,2,1,1,1,4,50,East,"Garden/Park, Pool, Main Road",3.25,19.0038320445835,72.8505157603601
450,1,1,0,1,0,,,East,"Garden/Park, Main Road",0.95,19.04281234741211,72.87345886230469
429,1,2,1,2,1,10,22,East,"Garden/Park, Main Road",1.15,19.205285,72.83288999999999
1170,3,3,1,1,0,14,28,North - West,,3.66,19.098074,72.91985
1250,3,4,0,2,0,8,16,East,"Main Road, Garden/Park, Pool",2.7,19.114664,72.900606
575,2,2,1,2,0,0,7,South - East,"Garden/Park, Main Road",0.85,19.2732249,72.8608696
720,2,2,1,1,1,,,East,Garden/Park,0.873,19.2996583333333,72.8704216666667
713,2,2,1,1,0,,,East,"Garden/Park, Pool, Main Road",2.24,19.169705,72.853001
640.0,1,2,0,1,0,20,23,,,1.2,19.1373508,72.8419153
796.0,3,2,0,3,0,6,7,North,"Garden/Park, Main Road",0.98,19.27831268310547,72.85801696777344
497,1,2,1,1,1,9,18,East,"Garden/Park, Main Road",1.6,19.0937492,72.922604
785,2,2,1,1,0,4,18,East,Garden/Park,3.0,19.11981321,72.91277886
750,2,2,1,1,0,4,7,East,Garden/Park,2.5,19.1147692,72.9060245
677,2,2,1,1,0,7,20,East,Garden/Park,2.16,19.119198,72.894366
750,2,2,1,2,0,5,10,East,Garden/Park,1.81,19.1203883516242,72.8945767798459
536,1,2,0,2,0,22,22,,,1.05,19.14805793762207,72.9377212524414
785,2,2,1,1,0,2,10,East,Garden/Park,1.8,19.1203883516242,72.8945767798459
1800,3,3,3,1,0,,,East,Garden/Park,7.61,19.119259,72.905544
4800.0,5,5,3,3,0,,,,Garden/Park,28.0,19.1430097,72.8226586
750,2,2,1,3,0,4,15,,Garden/Park,1.85,19.46950181,72.79839439
1088,2,3,1,1,1,20,60,,"Garden/Park, Pool",4.47,18.973263,72.832355
788,2,2,1,2,1,,,East,,1.76,19.1565825242268,72.938552
414,1,1,0,2,0,7,8,East,Main Road,0.35,19.40532875061035,72.78827667236328
920,2,2,1,2,1,25,55,,"Garden/Park, Pool, Main Road",4.15,18.9918227986647,72.841247747115
1200,2,2,0,2,0,7,7,,,3.5,19.079069137573242,72.90797424316406
415,1,2,1,1,0,,,East,"Garden/Park, Main Road",0.32,19.35705959,72.85701403
1046,3,3,2,2,1,20,41,,"Garden/Park, Pool",4.8,19.001457,72.840138
798,2,2,1,2,1,34,57,,"Garden/Park, Pool",4.2,18.982619,72.83583
1483,3,3,1,2,0,,,East,"Garden/Park, Main Road",6.2,19.126100540161133,72.82954406738281
1221,3,3,3,2,1,4,10,East,,6.55,19.0842965596519,72.8397391667985
813,2,2,1,2,1,5,11,,,2.35,19.109651931119,72.8596945935289
450,1,2,11,2,0,4,7,East,"Garden/Park, Main Road",0.32,19.35707233,72.85628149
694,2,2,0,1,1,10,16,,,1.6,19.1228392525584,72.8845296323174
392,1,2,1,2,0,,,East,Main Road,0.255,19.430002212524414,72.81403350830078
650,2,2,1,1,0,9,18,East,Garden/Park,3.0,19.1157309,72.9114979
450,1,2,1,1,0,5,10,East,Garden/Park,1.1,19.1075442290832,72.9038689634943
1167,3,3,1,1,1,15,25,East,Garden/Park,3.5,19.122307,72.8959927
1300,3,3,0,1,1,27,31,North,,3.65,19.130537,72.828494
700,2,2,1,2,1,4,12,East,Main Road,2.25,19.032798767089844,72.89635467529297
560,1,2,2,1,0,0,3,East,Main Road,1.2,19.0655517578125,72.90354919433594
1150,3,3,1,2,0,10,20,East,"Garden/Park, Pool",4.6,19.15038469,72.82855247
484.0,2,2,1,1,1,,,,,1.7,19.0856,72.909277
490.4,2,2,1,1,1,,,,,1.7,19.0856,72.909277
3100,4,4,2,1,0,15,21,North - East,,9.5,19.098074,72.91985
850,2,2,2,1,1,,,North - West,"Garden/Park, Pool, Main Road",2.7,19.149459838867188,72.82759094238281
1150,3,3,0,1,0,6,8,South - East,"Garden/Park, Main Road",3.1,19.12258624,72.86705
750,2,2,1,1,0,6,21,East,Pool,1.55,19.200956,72.875935
456,1,1,0,1,0,4,8,East,,0.85,19.18897247314453,72.82200622558594
716.0,2,2,0,3,0,6,7,,,2.0,19.2360296440059,72.8609353481677
725,2,2,0,2,0,3,4,East,Main Road,2.05,19.079069137573242,72.90797424316406
400,1,1,0,2,0,3,7,,Main Road,1.31,19.079069137573242,72.90797424316406
330,1,2,1,1,1,,,East,"Garden/Park, Main Road",0.22,19.364139556884766,72.86001586914062
915,2,3,0,1,0,30,42,,,2.65,19.1547839,72.8540607
4000.0,5,5,4,1,1,,,East,Garden/Park,22.0,18.994901,72.8356514
600,2,2,1,2,1,10,21,East,"Garden/Park, Main Road",2.15,19.133317838032806,72.81809513580086
780,2,2,0,1,0,2,6,East,,5.0,18.950754165649414,72.80206298828125
390,1,2,0,3,0,3,9,North - East,Main Road,2.11,18.96714973449707,72.81207275390625
1141,3,3,2,1,1,20,24,East,Garden/Park,6.21,19.05749,72.850961
600,2,2,0,3,0,3,3,East,Garden/Park,2.2,19.100385665893555,72.8504638671875
985,3,4,1,1,1,,,East,Main Road,2.46,19.25007213,72.84820167
682,2,2,0,2,0,1,7,South - East,Main Road,2.25,19.119529724121094,72.86370086669922
640,2,2,1,1,1,,,South,"Garden/Park, Main Road",1.85,19.150781,72.848733
487,1,1,0,1,0,3,3,East,Main Road,1.0,19.22058868408203,72.83098602294922
568.0,2,2,0,1,1,,,,,1.94,19.1865386181796,72.832627073639
400,1,2,1,1,0,7,16,East,Garden/Park,0.325,19.46747594,72.79713892
420,1,1,0,2,0,1,24,West,Garden/Park,0.55,19.179609298706055,72.86095428466797
660,2,2,0,1,0,20,23,East,Main Road,1.5,19.17612419,72.88053823
1253,3,3,2,2,0,,,North - East,"Garden/Park, Pool, Main Road",3.2,18.9969626,72.8493106
890,3,3,0,3,0,14,20,North - East,"Garden/Park, Main Road",2.8,19.048042,72.919006
1350,3,3,0,1,0,7,10,North - East,Main Road,6.5,19.09882164001465,72.83206939697266
444,1,2,0,3,0,6,7,West,Main Road,0.92,19.119415283203125,72.86393737792969
450,1,2,0,1,0,3,7,East,"Garden/Park, Main Road",0.93,19.213051,72.868947
1000,3,3,0,1,1,8,9,West,"Garden/Park, Main Road",5.5,19.09882164001465,72.83206939697266
1400.0,3,3,0,1,1,7,36,,,3.0,19.129737854003906,72.82915496826172
778,2,2,1,1,0,9,15,East,Garden/Park,2.8,19.105279,72.899594
3050,4,5,1,2,1,7,33,,,14.0,19.1508537582477,72.8328921902958
495,1,2,0,1,0,13,18,East,"Garden/Park, Pool, Main Road",0.69,19.2918701171875,72.87789916992188
756,3,2,0,1,1,9,9,East,Main Road,2.65,19.174673080444336,72.94310760498047
1165,3,3,1,1,1,6,14,North - East,"Garden/Park, Main Road",3.9,19.0531452,72.902321
1765,4,4,2,1,1,9,11,North - East,"Garden/Park, Main Road",5.55,19.0531452,72.902321
750,2,2,1,1,1,7,18,East,"Garden/Park, Main Road",1.85,19.1795507,72.9547457
769,2,2,1,2,1,4,20,North,"Garden/Park, Pool, Main Road",3.0,19.12627716,72.84048611
1000,3,3,0,3,0,15,16,East,"Garden/Park, Pool, Main Road",1.72,19.264989,72.873387
750,2,2,1,3,0,2,6,North - East,"Garden/Park, Main Road",2.95,19.119430541992188,72.86397552490234
771,2,2,1,2,1,20,42,East,Main Road,1.8,19.2148536,72.8376699
980,3,3,1,2,1,25,42,East,Main Road,2.35,19.2148536,72.8376699
416,1,2,1,2,1,16,23,East,Main Road,0.95,19.201879,72.834483
732,2,2,1,2,1,18,54,West,Main Road,1.7,19.204063,72.834543
805,2,2,1,2,1,15,54,East,"Pool, Main Road",2.2,19.191842,72.83458123
1233,3,3,1,2,1,20,54,East,"Pool, Main Road",2.95,19.191842,72.83458123
850,2,2,0,1,0,10,22,East,Main Road,2.25,19.211514,72.835534
1100,3,3,0,2,0,9,13,East,Garden/Park,3.67,19.032798767089844,72.89635467529297
423,1,2,0,1,0,5,7,,,1.16,19.032798767089844,72.89635467529297
395,1,2,1,2,0,,,East,Main Road,0.225,19.42937469482422,72.81432342529297
457,1,2,1,1,1,,,,,0.92,19.203436,72.8210452
650,2,2,0,1,0,3,4,East,Main Road,1.2,19.212867736816406,72.82051086425781
3712.0,5,5,3,1,1,,,East,Garden/Park,21.0,19.1508537582477,72.8328921902958
4939.2,7,7,5,1,1,,,East,Garden/Park,43.22,19.070385,72.829147
6400.0,6,6,4,1,1,,,East,Garden/Park,56.0,19.0666922,72.8670652
2200.0,6,6,4,2,1,22,24,East,Garden/Park,18.0,19.0761113053486,72.8289380204498
1104,3,3,2,2,1,9,15,East,Main Road,7.1,19.116355,72.831823
2403,4,4,3,1,1,29,35,East,Garden/Park,27.0,18.9682851,72.810486
426,1,2,1,2,1,12,23,,,0.95,19.201879,72.834483
471,2,2,1,1,1,20,46,North - East,Pool,1.2,19.13674545288086,72.93000793457031
545,1,2,0,2,0,4,4,East,"Garden/Park, Main Road",1.28,19.074066162109375,72.86856079101562
780.0,3,3,0,1,1,,,,,2.65,19.1865386181796,72.832627073639
480,1,1,0,3,0,1,7,North,Main Road,1.15,19.16541862487793,72.96672821044922
420,1,2,0,1,0,3,7,,Main Road,0.9,19.250059127807617,72.84921264648438
795,3,3,1,1,0,,,East,Garden/Park,1.9,19.208669662475586,72.83892059326172
793,2,2,1,2,1,,,,,1.89,19.170981,72.853029
570,2,2,1,1,0,2,7,East,"Garden/Park, Main Road",0.55,19.283995,72.884185
630,2,2,0,1,0,14,22,East,"Garden/Park, Main Road",0.97,19.27584635,72.87033299
448,1,1,1,2,1,20,35,,"Garden/Park, Pool, Main Road",1.15,19.201075,72.86724
640,2,2,0,1,0,,,East,"Garden/Park, Main Road",1.81,19.150781,72.848733
720,2,3,1,1,1,24,43,West,Garden/Park,1.95,19.1595755,72.9465747
4666.4,5,6,0,2,1,,,,,20.0,19.0087391451052,72.8327183820033
2064.0,4,4,0,1,1,,,,,3.8,19.17603669,72.86795229
2728.8,3,3,0,3,1,,,,,15.0,19.0023383,72.8274989
680.0,2,2,0,2,1,8,25,North - East,Garden/Park,1.4,19.1485826410123,72.939661
530,2,2,0,1,1,1,3,East,Garden/Park,2.5,72.81666564941406,19.016666412353516
1650,3,3,2,1,0,6,31,East,"Garden/Park, Pool, Main Road",5.9,19.0074478,72.8348197
1050,3,3,1,1,1,21,38,East,"Garden/Park, Pool, Main Road",2.0,19.1565825242268,72.938552
306,1,1,0,1,0,20,24,West,"Garden/Park, Main Road",0.55,19.202483,72.822777
3048.8,4,4,0,2,1,,,,,9.3,18.982754,72.83906
601,2,2,0,2,1,5,20,North,Pool,4.0,19.06680489,72.85129455
1200,3,3,2,2,1,12,30,West,Main Road,5.49,19.059516,72.851817
661,2,2,1,2,1,1,53,North - East,,1.42,19.136857986450195,72.81160736083984
471,2,2,1,2,1,1,53,North - East,Garden/Park,1.1,19.136857986450195,72.81160736083984
983,2,2,2,2,1,9,15,East,"Garden/Park, Main Road",5.8,19.081917,72.833683
367,1,2,0,1,0,3,7,East,"Garden/Park, Main Road",0.35,19.41070368,72.832314
440.0,1,1,1,3,0,,,East,Garden/Park,2.4,19.0200268744958,72.8489103140987
692.0,2,2,1,3,0,,,East,Garden/Park,3.35,19.0200268744958,72.8489103140987
685,2,2,1,3,0,,,East,Main Road,1.75,19.1142547770137,72.90212
450,1,2,2,2,0,,,North,,1.05,19.1176329281073,72.902562944611
1050,3,3,1,2,0,1,15,East,"Garden/Park, Main Road",3.4,19.1766244851464,72.8676068236557
305,1,2,2,1,0,,,East,"Garden/Park, Main Road",0.51,19.20182228088379,72.82437896728516
1085,3,3,1,1,1,1,37,North - East,"Garden/Park, Pool, Main Road",2.7,19.133092,72.93475
1372,3,3,2,2,1,10,23,East,"Garden/Park, Pool",8.1,19.116563,72.854391
672,2,2,0,1,1,,,West,"Garden/Park, Main Road",2.1,19.172168,72.846894
668,2,2,1,1,1,6,6,East,Main Road,3.34,19.1023642,72.8477566
252,1,1,0,2,0,3,3,North,,0.21,19.304967,72.8556137
905,2,2,1,2,0,28,45,West,Garden/Park,2.6,19.1547839,72.8540607
1400,3,3,2,1,0,18,36,East,"Garden/Park, Pool, Main Road",5.5,19.13735580444336,72.83391571044922
850,2,2,2,1,0,18,36,East,"Garden/Park, Pool, Main Road",3.5,19.13735580444336,72.83391571044922
1390,3,3,2,1,1,4,63,North - West,"Garden/Park, Pool, Main Road",5.5,18.982164,72.827559
700,2,2,1,2,1,15,22,East,"Garden/Park, Pool, Main Road",2.8,19.1299783,72.824822
900,3,3,1,1,0,8,20,North - West,"Garden/Park, Main Road",2.85,19.13894569,72.82940015
958,2,2,1,2,0,,,West,"Garden/Park, Pool, Main Road",2.63,19.03731,72.87871
350,1,1,0,2,0,3,3,,Garden/Park,0.7,19.233531951904297,72.83919525146484
889.6,2,2,0,3,0,13,18,,,3.0,19.1371910601303,72.8664909557188
750,2,2,0,3,0,1,4,,,2.25,19.075851440429688,72.91157531738281
555,2,2,1,1,1,,,North - East,Garden/Park,0.75,19.269439,72.88082636
700,2,2,1,1,1,,,North - East,Main Road,0.9,19.269439,72.88082636
730,2,2,1,1,0,,,East,"Garden/Park, Main Road",2.3,19.129887,72.836147
720,2,2,1,1,0,5,15,North,"Garden/Park, Pool, Main Road",2.5,19.139307022094727,72.8084716796875
2321,4,4,3,1,0,18,23,East,"Garden/Park, Pool, Main Road",9.3,19.137356,72.83391522595551
350,1,1,1,1,1,,,,,1.12,18.969458,72.8366434
495,1,1,1,1,1,,,,,1.58,18.969458,72.8366434
400,1,2,0,2,1,,,East,Main Road,0.255,19.430356979370117,72.81396484375
410,1,1,0,1,0,2,4,East,,0.27,19.35662078857422,72.84396362304688
1000,3,3,0,3,0,5,7,East,,2.5,19.172305,72.8726155
400,1,1,0,2,1,3,4,East,Main Road,0.82,72.83184814453125,19.13736343383789
996,3,2,1,2,0,24,35,East,"Garden/Park, Pool, Main Road",3.25,19.1700134,72.8646545
1850,5,4,1,1,0,20,35,East,"Garden/Park, Pool, Main Road",6.5,19.1700134,72.8646545
457,1,2,1,1,1,14,23,East,"Garden/Park, Pool, Main Road",0.85,19.2018545,72.815272
604,2,2,2,1,1,2,4,North - East,"Garden/Park, Main Road",2.4,19.100385665893555,72.8504638671875
540,1,2,0,1,0,7,7,North - East,"Garden/Park, Main Road",1.15,19.174673080444336,72.94310760498047
437.6,2,2,1,2,0,12,18,West,Main Road,1.2,19.1520439,72.9463817
396,1,1,0,2,1,8,22,,,0.626,19.247005,72.871754
938,2,2,2,1,1,9,54,East,Garden/Park,5.51,19.04094,72.865281
650,2,2,1,2,0,2,20,North,"Garden/Park, Main Road",1.43,19.177220805592,72.8705878488227
889,3,2,1,2,0,8,27,North - West,"Garden/Park, Pool",3.05,19.140335,72.8647155
650,2,2,1,1,1,8,20,East,Garden/Park,0.91,19.2996583333333,72.8704216666667
863,3,2,1,2,0,18,27,South -West,"Garden/Park, Pool",3.07,19.140335,72.8647155
891,3,2,1,2,0,10,27,North - West,Garden/Park,2.85,19.140335,72.8647155
730,2,2,0,2,0,1,4,North - East,,2.8,18.969024658203125,72.82052612304688
260,1,1,0,1,0,2,7,East,,0.58,19.255380630493164,72.85381317138672
763,2,2,1,2,1,5,68,East,"Garden/Park, Pool",2.42,19.1137131,72.8610097
980,2,2,0,2,0,5,7,,,0.4,19.208412170410156,73.16148376464844
410,1,1,1,2,0,17,18,North - West,Garden/Park,0.89,19.155758339662,72.9398606669063
650,2,2,1,1,1,23,23,East,,0.87,19.281902,72.886296
1300,4,4,2,1,1,23,23,East,Garden/Park,1.8,19.281902,72.886296
800,3,3,1,1,0,,,North,"Garden/Park, Main Road",2.2,19.210615158081055,72.8424301147461
1771,4,4,2,1,1,16,22,East,Garden/Park,12.51,19.0555163184335,72.8321900572049
835,2,2,2,1,1,30,50,West,"Pool, Garden/Park, Main Road",5.91,18.99706,72.818401
2600,4,5,0,2,0,5,39,North - East,"Main Road, Pool, Garden/Park",8.5,72.84268951416016,18.99842071533203
988.0,2,2,0,3,0,11,21,North,"Garden/Park, Pool",2.65,19.114625,72.884696
725,2,2,1,2,0,,,West,"Garden/Park, Main Road",2.4,19.13571548461914,72.83216857910156
1105,3,3,2,1,1,6,44,East,"Garden/Park, Main Road",3.15,19.160486,72.945419
2600,4,5,0,2,0,5,39,North - East,"Main Road, Pool, Garden/Park",8.5,72.84268951416016,18.99842071533203
630,2,2,1,1,1,13,22,North - West,"Garden/Park, Pool, Main Road",1.6,19.250648498535156,72.8480224609375
1029,3,2,0,2,0,3,30,,Garden/Park,2.75,19.157602,72.945243
435,1,2,1,2,0,7,14,East,Garden/Park,0.6,19.280212,72.884079
600,2,2,1,3,0,,,East,Garden/Park,2.15,19.0227398,72.8686538
688,2,2,1,1,1,,,East,"Garden/Park, Pool",1.54,19.2018545,72.815272
740,2,2,0,2,0,6,7,North - West,"Garden/Park, Main Road",1.85,19.140512466430664,72.84215545654297
897,3,3,2,1,1,7,28,East,"Garden/Park, Main Road",2.12,19.214379,72.87259
780,2,2,1,1,0,5,12,East,Garden/Park,1.95,19.1202494,72.8959887
560,2,2,1,1,0,,,East,"Garden/Park, Pool, Main Road",1.25,19.067548751831055,72.89630889892578
723,2,2,2,1,1,5,53,East,"Garden/Park, Main Road",1.88,19.133092,72.93475
435,1,2,12,1,1,2,7,East,Main Road,0.265,19.40532875061035,72.78827667236328
946,3,2,1,2,0,18,20,West,Garden/Park,2.9,19.11920928955078,72.89423370361328
631,2,2,1,1,1,2,22,East,Main Road,1.4,19.156373,72.938945
446,1,2,1,1,1,2,22,East,Garden/Park,0.93,19.156373,72.938945
700,2,2,0,1,0,10,17,North - East,Garden/Park,1.2,19.060678,72.878616
415,1,2,1,1,1,2,19,East,Main Road,0.631,19.147468,72.925918
640,2,2,0,1,0,,,South,"Garden/Park, Main Road",1.9,19.151151657104492,72.84900665283203
557.6,2,2,1,1,1,,,East,,1.76,19.0537162,72.874589
656.8,2,2,1,1,1,,,East,,2.07,19.0537162,72.874589
537,2,2,0,1,1,8,8,East,"Garden/Park, Main Road",1.48,19.240554809570312,72.78540802001953
610,2,2,0,2,1,18,21,East,"Garden/Park, Main Road",1.6,19.233531951904297,72.83919525146484
485,1,2,1,2,1,,,West,"Garden/Park, Pool, Main Road",1.65,19.03731,72.87871
440,1,2,1,3,0,3,7,South,Garden/Park,1.15,19.250883102416992,72.8488540649414
700,1,1,0,1,0,8,21,,,0.93,19.195988,72.868512
488.0,2,2,1,3,0,3,6,North - West,Main Road,1.7,19.1357939,72.9318588
778,2,3,1,1,1,18,20,,Main Road,2.35,19.236118,72.796299
750,2,2,0,1,0,6,6,North - West,Main Road,1.4,19.1453028311213,72.9338796436433
349.6,1,1,0,2,0,0,3,,,0.3,19.40532875061035,72.78827667236328
395,1,2,0,1,1,3,19,East,"Garden/Park, Main Road",0.64,19.147468,72.925918
1280.0,3,3,2,2,0,1,24,North,Garden/Park,5.5,18.9947981,72.824327
197,1,1,0,1,1,4,23,East,,0.33299999999999996,19.147538,72.925881
322,1,2,0,1,1,4,23,East,,0.53,19.147538,72.925881
197,1,1,0,1,1,4,23,East,,0.33299999999999996,19.147538,72.925881
816.8,3,2,1,1,1,,,East,,2.57,19.0537162,72.874589
471,2,2,1,1,0,15,32,East,"Garden/Park, Pool, Main Road",1.26,19.136857986450195,72.81160736083984
450,1,1,0,1,0,3,4,East,Main Road,0.16,19.459598541259766,72.81642150878906
530,2,2,1,1,0,6,7,East,Garden/Park,0.32,19.470854,72.80226
1020,3,3,1,1,1,,,East,Garden/Park,2.0,19.201650619506836,72.81689453125
4640,5,6,1,2,1,6,33,,,22.0,19.1508537582477,72.8328921902958
623,2,2,1,1,1,18,23,East,"Garden/Park, Pool, Main Road",1.65,19.053946,72.885286
750,2,2,1,3,0,2,7,North,"Garden/Park, Main Road",2.5,19.109423,72.8658132
